Date,Occupancy rate,G&A beds occ'd,G&A Beds Open,G&A beds unavailable to non-covid admissions “void”,CC Adult Open,CC Adult Occ,Critical care beds occupancy rate,No. beds occupied by long-stay patients (> 7 days),No. beds occupied by long-stay patients (> 21 days),No. beds occupied by flu patients (G&A),No. beds occupied by flu patients (Critical Care),Closures,Diverts,Delays30,Delays60,No. unoccupied beds closed due to norovirus etc.,year,day_of_year
2023-01-24T00:00:00Z,0.942719681359742,95621,101431,240,4010,3174,0.7915211970074812,50152,19733,1370,110,0,4,1467,599,NA,2022-23,2023-01-24
2023-01-25T00:00:00Z,0.9458016773556981,95857,101350,269,4008,3253,0.8116267465069861,49652,19560,1268,96,0,3,1520,639,NA,2022-23,2023-01-25
2023-01-26T00:00:00Z,0.9452409418320867,95665,101207,255,4036,3271,0.8104558969276512,49379,19401,1177,84,0,0,1489,638,NA,2022-23,2023-01-26
2023-01-27T00:00:00Z,0.9466393782998161,95745,101142,286,4047,3262,0.8060291574005436,48926,19224,1120,77,0,0,1531,785,NA,2022-23,2023-01-27
2023-01-28T00:00:00Z,0.9333604952748159,93925,100631,313,4020,3207,0.7977611940298508,47837,19048,1029,72,0,2,1300,650,NA,2022-23,2023-01-28
2023-01-29T00:00:00Z,0.9307823907378304,93579,100538,307,3990,3049,0.7641604010025063,47798,19150,996,72,0,0,1439,691,NA,2022-23,2023-01-29
2023-01-30T00:00:00Z,0.9394577598481253,95013,101136,271,3989,3061,0.76736024066182,49406,19593,1007,68,0,3,1669,1422,NA,2022-23,2023-01-30
2023-01-31T00:00:00Z,0.9490634048336584,96366,101538,272,4009,3183,0.7939635819406335,49744,19614,961,63,0,3,1803,1435,NA,2022-23,2023-01-31
2023-02-01T00:00:00Z,0.9518216871262197,96766,101664,227,4033,3218,0.7979171832382842,49657,19651,940,68,0,6,1593,1062,NA,2022-23,2023-02-01
2023-02-02T00:00:00Z,0.9505336153051689,96636,101665,269,4042,3286,0.8129638792676893,49261,19504,903,79,0,1,1699,1234,NA,2022-23,2023-02-02
2023-02-03T00:00:00Z,0.9492976878328231,96442,101593,246,4025,3243,0.8057142857142857,48831,19314,843,64,0,1,1590,1079,NA,2022-23,2023-02-03
2023-02-04T00:00:00Z,0.9345191575240149,94464,101083,261,4038,3241,0.8026250619118376,47600,18907,829,62,0,3,1486,800,NA,2022-23,2023-02-04
2023-02-05T00:00:00Z,0.9338761924574281,94272,100947,273,4003,3106,0.7759180614539095,47752,18949,785,60,0,0,1426,697,NA,2022-23,2023-02-05
2023-02-06T00:00:00Z,0.9401863986321543,95129,101181,284,3959,3073,0.7762061126547107,49348,19408,790,62,0,1,1356,777,NA,2022-23,2023-02-06
2023-02-07T00:00:00Z,0.9429497697036788,95402,101174,281,3985,3146,0.7894604767879548,50107,19539,742,54,0,1,1651,980,NA,2022-23,2023-02-07
2023-02-08T00:00:00Z,0.9407468174270578,95181,101176,344,3999,3105,0.7764441110277569,49917,19400,720,48,0,1,1659,873,NA,2022-23,2023-02-08
2023-02-09T00:00:00Z,0.9422837123686242,95214,101046,317,4043,3195,0.7902547613158546,49266,19220,682,47,0,0,1571,756,NA,2022-23,2023-02-09
2023-02-10T00:00:00Z,0.940695903309398,95110,101106,348,4001,3199,0.799550112471882,48632,18984,649,42,0,2,1364,652,NA,2022-23,2023-02-10
2023-02-11T00:00:00Z,0.9287304455470256,93030,100169,333,3968,3090,0.7787298387096774,47058,18646,619,48,0,1,1353,627,NA,2022-23,2023-02-11
2023-02-12T00:00:00Z,0.9274087241351762,92867,100136,350,3963,2976,0.7509462528387585,47133,18723,610,51,0,3,1356,690,NA,2022-23,2023-02-12
2023-02-13T00:00:00Z,0.9375129974945782,94671,100981,334,4002,2978,0.744127936031984,48712,19243,656,35,0,2,1699,1367,NA,2022-23,2023-02-13
2023-02-14T00:00:00Z,0.94540864626065,95872,101408,285,4016,3116,0.7758964143426295,49271,19418,637,35,0,0,1748,1352,NA,2022-23,2023-02-14
2023-02-15T00:00:00Z,0.9435693983893889,95610,101328,302,4021,3143,0.7816463566277045,49174,19376,622,32,0,0,1780,1257,NA,2022-23,2023-02-15
2023-02-16T00:00:00Z,0.9477303446166596,96061,101359,351,4016,3181,0.7920816733067729,48971,19259,617,36,0,1,1802,1233,NA,2022-23,2023-02-16
2023-02-17T00:00:00Z,0.9445323157832302,95547,101158,346,4030,3192,0.7920595533498759,48549,19234,601,39,0,0,1633,1081,NA,2022-23,2023-02-17
2023-02-18T00:00:00Z,0.9325316770186335,93836,100625,235,4005,3143,0.784769038701623,47407,18929,541,34,0,0,1510,1024,NA,2022-23,2023-02-18
2023-02-19T00:00:00Z,0.932592533693794,93830,100612,196,3994,3068,0.7681522283425137,47626,19085,547,34,0,1,1455,966,NA,2022-23,2023-02-19
2021-11-29T00:00:00Z,0.9233660385194414,88934,96315,NA,4120,3235,0.7851941747572816,42481,15187,20,2,0,2,1652,1238,NA,2021-22,2022-11-29
2021-11-30T00:00:00Z,0.9328229883152399,90051,96536,NA,4134,3357,0.8120464441219158,42712,15177,27,1,0,3,1624,1385,NA,2021-22,2022-11-30
2021-12-09T00:00:00Z,0.9407508194693549,91266,97014,NA,4155,3412,0.8211793020457281,43411,15469,29,0,0,6,1625,1260,NA,2021-22,2022-12-09
2022-03-09T00:00:00Z,0.9333645649804972,91648,98191,NA,4133,3158,0.7640938785385918,45491,17395,58,12,0,3,1670,1341,NA,2021-22,2023-03-09
2022-03-10T00:00:00Z,0.930275734731559,91194,98029,NA,4097,3154,0.7698315840859166,45126,17359,68,8,0,5,1693,1287,NA,2021-22,2023-03-10
2022-03-11T00:00:00Z,0.9263902643212284,90739,97949,NA,4072,3137,0.7703831041257367,44593,17163,73,8,0,1,1684,1228,NA,2021-22,2023-03-11
2022-03-12T00:00:00Z,0.9133984411103238,88944,97377,NA,4095,3036,0.7413919413919414,43322,16943,78,6,0,1,1567,929,NA,2021-22,2023-03-12
2022-03-13T00:00:00Z,0.9138473238510236,88921,97304,NA,4067,2913,0.7162527661667076,43425,17026,81,6,0,5,1453,994,NA,2021-22,2023-03-13
2022-03-14T00:00:00Z,0.9246837124695976,90484,97854,NA,4036,2909,0.7207631318136769,44950,17482,97,9,0,1,1691,1503,NA,2021-22,2023-03-14
2022-03-15T00:00:00Z,0.934923967548616,91731,98116,NA,4079,3087,0.7568031380240255,45650,17524,100,8,0,3,1510,1360,NA,2021-22,2023-03-15
2022-03-16T00:00:00Z,0.9344233868499969,91609,98038,NA,4083,3120,0.7641440117560617,45729,17472,92,7,0,1,1623,1373,NA,2021-22,2023-03-16
2022-03-17T00:00:00Z,0.9304398372408448,91238,98059,NA,4093,3138,0.7666748106523332,45278,17287,92,8,0,2,1650,1315,NA,2021-22,2023-03-17
2022-03-18T00:00:00Z,0.926841749739013,90558,97706,NA,4076,3102,0.7610402355250245,45042,17206,88,8,0,4,1640,1194,NA,2021-22,2023-03-18
2021-12-10T00:00:00Z,0.9358353385865804,90616,96829,NA,4189,3432,0.819288613034137,42989,15273,29,0,0,5,1579,1217,NA,2021-22,2022-12-10
2022-03-19T00:00:00Z,0.9088130255344112,88303,97163,NA,4088,3039,0.7433953033268101,43950,16958,92,7,0,8,1417,882,NA,2021-22,2023-03-19
2022-03-20T00:00:00Z,0.9079791892031113,88133,97065,NA,4060,2900,0.7142857142857143,44267,17143,97,6,0,3,1483,957,NA,2021-22,2023-03-20
2022-03-21T00:00:00Z,0.9216733330584306,89406,97004,NA,4019,2904,0.7225678029360537,45867,17574,99,10,0,5,1770,1526,NA,2021-22,2023-03-21
2022-03-22T00:00:00Z,0.9306781793814644,90971,97747,NA,4048,3068,0.7579051383399209,46621,17743,115,5,0,3,1780,1516,NA,2021-22,2023-03-22
2022-03-23T00:00:00Z,0.9296321330547704,90773,97644,NA,4075,3116,0.7646625766871166,46191,17587,101,18,0,2,1800,1444,NA,2021-22,2023-03-23
2022-03-24T00:00:00Z,0.9259528912314523,90298,97519,NA,4128,3201,0.7754360465116279,46081,17630,108,7,0,1,2012,1388,NA,2021-22,2023-03-24
2022-03-25T00:00:00Z,0.925081264622456,89361,96598,NA,4034,3102,0.7689638076351016,45058,17315,115,14,0,3,1607,1274,NA,2021-22,2023-03-25
2022-03-26T00:00:00Z,0.9078071015277026,87233,96092,NA,4021,3040,0.7560308380999752,43635,17161,113,8,0,2,1527,1115,NA,2021-22,2023-03-26
2022-03-27T00:00:00Z,0.8977367195943138,86391,96232,NA,4021,2916,0.7251927381248445,44100,17273,124,7,0,5,1330,962,NA,2021-22,2023-03-27
2022-03-27T23:00:00Z,0.9220946398228721,89540,97105,NA,4017,2902,0.7224296738859846,46082,17794,117,16,NA,NA,1695,1655,NA,2021-22,2023-03-28
2021-12-11T00:00:00Z,0.9224274186839697,88708,96168,NA,4163,3358,0.8066298342541437,41298,14704,27,1,0,5,1536,896,NA,2021-22,2022-12-11
2022-03-28T23:00:00Z,0.9321952416995684,91137,97766,NA,4061,3051,0.7512927850283182,46537,17944,134,6,NA,NA,1641,1660,NA,2021-22,2023-03-29
2022-03-29T23:00:00Z,0.9309601414106323,91114,97871,NA,4067,3129,0.7693631669535284,46374,17939,138,15,NA,NA,1788,1596,NA,2021-22,2023-03-30
2022-03-30T23:00:00Z,0.9315622764892204,91172,97870,NA,4068,3136,0.7708947885939036,46081,17965,148,10,NA,NA,1623,1313,NA,2021-22,2023-03-31
2022-03-31T23:00:00Z,0.9280654341461417,90659,97686,NA,4073,3180,0.7807512889761846,45698,17863,116,14,NA,NA,1606,1407,NA,2021-22,2023-04-01
2022-04-01T23:00:00Z,0.9140634633564881,88953,97316,NA,4055,3088,0.7615289765721331,44804,17626,124,11,NA,NA,1554,1153,NA,2021-22,2023-04-02
2022-04-02T23:00:00Z,0.9149920026247795,89241,97532,NA,4065,3010,0.7404674046740467,45190,17842,127,10,NA,NA,1553,1188,NA,2021-22,2023-04-03
2021-12-12T00:00:00Z,0.9198058171514293,88294,95992,NA,4095,3240,0.7912087912087912,41664,14819,22,1,0,7,1493,889,NA,2021-22,2022-12-12
2021-12-13T00:00:00Z,0.9292883400107389,89996,96844,NA,4124,3259,0.7902521823472357,43989,15451,24,3,0,1,1785,1414,NA,2021-22,2022-12-13
2021-12-14T00:00:00Z,0.9386360826017064,91089,97044,NA,4171,3416,0.8189882522176936,44604,15626,25,2,0,2,1679,1332,NA,2021-22,2022-12-14
2021-12-15T00:00:00Z,0.9338877038960504,90631,97047,NA,4151,3364,0.8104071308118526,44400,15611,30,2,0,3,1590,1068,NA,2021-22,2022-12-15
2021-12-16T00:00:00Z,0.9289345871654439,89893,96770,NA,4146,3363,0.8111432706222865,43742,15546,41,1,0,1,1499,767,NA,2021-22,2022-12-16
2021-12-17T00:00:00Z,0.9221857900888507,89156,96679,NA,4160,3348,0.8048076923076923,43132,15251,39,3,0,1,1352,609,NA,2021-22,2022-12-17
2021-12-18T00:00:00Z,0.8990214732264202,85995,95654,NA,4131,3267,0.7908496732026143,41432,14795,24,3,0,2,1285,566,NA,2021-22,2022-12-18
2021-12-01T00:00:00Z,0.9363592598794374,89471,95552,NA,4091,3355,0.8200928868247372,42364,15144,52,2,0,3,1575,1239,NA,2021-22,2022-12-01
2021-12-19T00:00:00Z,0.8964761387833493,85886,95804,NA,4135,3151,0.762031438935913,41730,14938,27,3,0,3,1096,368,NA,2021-22,2022-12-19
2021-12-20T00:00:00Z,0.9091798501248959,87354,96080,NA,4063,3044,0.7492000984494216,42988,15315,29,3,0,3,1377,723,NA,2021-22,2022-12-20
2021-12-21T00:00:00Z,0.9093712238009917,87296,95996,NA,4079,3132,0.7678352537386615,43085,15352,34,1,0,5,1298,670,NA,2021-22,2022-12-21
2021-12-22T00:00:00Z,0.8992020860495437,86211,95875,NA,4129,3185,0.7713732138532332,41978,15106,31,0,0,3,1213,362,NA,2021-22,2022-12-22
2021-12-23T00:00:00Z,0.8806389695933544,83961,95341,NA,4111,3127,0.7606421795183653,40556,14742,35,2,0,3,1151,311,NA,2021-22,2022-12-23
2021-12-24T00:00:00Z,0.8504050956490509,80507,94669,NA,4068,3092,0.76007866273353,38856,14338,35,2,0,0,1056,244,NA,2021-22,2022-12-24
2021-12-25T00:00:00Z,0.7814564556499694,72745,93089,NA,4071,2960,0.7270940800786048,35514,13636,33,3,0,1,879,182,NA,2021-22,2022-12-25
2021-12-26T00:00:00Z,0.7869547029357817,73367,93229,NA,4034,2866,0.7104610808130888,35258,13619,30,3,0,0,1168,454,NA,2021-22,2022-12-26
2021-12-27T00:00:00Z,0.8266407368623512,77362,93586,NA,4044,2853,0.7054896142433235,37243,14314,33,3,0,2,1540,889,NA,2021-22,2022-12-27
2021-12-28T00:00:00Z,0.8611199727769625,80978,94038,NA,4094,2978,0.7274059599413776,38872,14715,29,4,0,4,1471,1056,NA,2021-22,2022-12-28
2021-12-02T00:00:00Z,0.9336612135017602,90173,96580,NA,4146,3395,0.8188615533043898,42388,15244,32,3,0,1,1557,1094,NA,2021-22,2022-12-02
2021-12-29T00:00:00Z,0.8865753193464342,84050,94803,NA,4090,2991,0.7312958435207824,41032,15331,34,2,0,2,1608,1393,NA,2021-22,2022-12-29
2021-12-30T00:00:00Z,0.9044824467301907,86000,95082,NA,4093,3101,0.7576349865624237,42212,15742,39,1,0,6,1630,1443,NA,2021-22,2022-12-30
2021-12-31T00:00:00Z,0.9060524793605721,86152,95085,NA,4101,3169,0.772738356498415,42486,15856,39,1,0,1,1490,1322,NA,2021-22,2022-12-31
2022-01-01T00:00:00Z,0.8851185175762202,83495,94332,NA,4080,3113,0.7629901960784313,41623,15792,43,0,0,5,1634,1197,NA,2021-22,2023-01-01
2022-01-02T00:00:00Z,0.8925802762009658,84281,94424,NA,4092,3055,0.7465786901270772,42098,15970,46,0,0,1,1454,972,NA,2021-22,2023-01-02
2022-01-03T00:00:00Z,0.9033362117989006,85779,94958,NA,4097,3098,0.7561630461313156,43609,16399,49,1,0,1,1540,1340,NA,2021-22,2023-01-03
2022-01-04T00:00:00Z,0.9178538351873627,88203,96097,NA,4077,3086,0.7569291145450086,45481,17002,47,1,0,1,1595,1540,NA,2021-22,2023-01-04
2022-01-05T00:00:00Z,0.926932298207558,89309,96349,NA,4131,3207,0.7763253449527959,46183,17300,45,2,0,2,1515,1464,NA,2021-22,2023-01-05
2022-01-06T00:00:00Z,0.9247034447034447,89257,96525,NA,4150,3245,0.7819277108433735,46235,17410,46,5,0,3,1470,1103,NA,2021-22,2023-01-06
2022-01-07T00:00:00Z,0.918740235688494,88799,96653,NA,4143,3256,0.7859039343470915,45791,17342,46,4,0,4,1583,1067,NA,2021-22,2023-01-07
2021-12-03T00:00:00Z,0.9305453529636949,89940,96653,NA,4149,3367,0.8115208483972042,42042,15150,29,5,0,3,1676,1225,NA,2021-22,2022-12-03
2022-01-08T00:00:00Z,0.9031379883624273,86918,96240,NA,4126,3183,0.7714493456131847,44640,17121,44,3,0,4,1352,739,NA,2021-22,2023-01-08
2022-01-09T00:00:00Z,0.90480939025657,87106,96270,NA,4094,3123,0.7628236443575965,44653,17175,41,3,0,8,1304,695,NA,2021-22,2023-01-09
2022-01-10T00:00:00Z,0.9187773196515485,88911,96771,NA,4054,3015,0.743709916132215,45800,17586,42,5,0,1,1505,1124,NA,2021-22,2023-01-10
2022-01-11T00:00:00Z,0.9268453540256181,89942,97041,NA,4114,3195,0.7766164316966456,46217,17872,38,4,0,5,1594,1184,NA,2021-22,2023-01-11
2022-01-12T00:00:00Z,0.9237379826269746,89646,97047,NA,4134,3205,0.7752781809385583,45678,17927,38,4,0,1,1217,786,NA,2021-22,2023-01-12
2022-01-13T00:00:00Z,0.9198606991908566,89014,96769,NA,4143,3230,0.7796282886797007,45177,17834,40,5,0,5,1213,625,NA,2021-22,2023-01-13
2022-01-14T00:00:00Z,0.9171039150547984,88617,96627,NA,4116,3167,0.7694363459669582,44568,17795,32,4,0,4,1411,840,NA,2021-22,2023-01-14
2022-01-15T00:00:00Z,0.9046451210641172,87054,96230,NA,4118,3115,0.75643516270034,43324,17529,31,3,0,4,1243,525,NA,2021-22,2023-01-15
2022-01-16T00:00:00Z,0.903146013698203,86898,96217,NA,4091,2984,0.7294060131997067,43549,17641,35,5,0,5,1168,526,NA,2021-22,2023-01-16
2022-01-17T00:00:00Z,0.9181512744467719,88541,96434,NA,4120,3000,0.7281553398058253,45205,18128,35,3,0,4,1539,1086,NA,2021-22,2023-01-17
2021-12-04T00:00:00Z,0.9172318657316934,87769,95689,NA,4105,3301,0.8041412911084044,41137,15001,27,2,0,6,1514,1031,NA,2021-22,2022-12-04
2022-01-18T00:00:00Z,0.9248645742877227,89464,96732,NA,4125,3142,0.7616969696969697,45537,18118,32,2,0,3,1444,1005,NA,2021-22,2023-01-18
2022-01-19T00:00:00Z,0.923047520661157,89351,96800,NA,4122,3109,0.7542455118874333,45363,17971,34,2,0,2,1389,793,NA,2021-22,2023-01-19
2022-01-20T00:00:00Z,0.9234070274853681,89299,96706,NA,4105,3092,0.7532277710109623,45052,17959,35,2,0,2,1443,799,NA,2021-22,2023-01-20
2022-01-21T00:00:00Z,0.917967658834849,88728,96657,NA,4106,3088,0.7520701412566975,44359,17793,35,2,0,3,1383,851,NA,2021-22,2023-01-21
2022-01-22T00:00:00Z,0.9030318137911694,86943,96279,NA,4095,3040,0.7423687423687424,43346,17610,34,1,0,8,1409,757,NA,2021-22,2023-01-22
2022-01-23T00:00:00Z,0.9038880700807507,87086,96346,NA,4062,2932,0.7218119153126539,43439,17746,35,1,0,6,1196,682,NA,2021-22,2023-01-23
2022-01-24T00:00:00Z,0.9199073786929645,88990,96738,NA,4015,2857,0.7115815691158157,44852,18060,38,1,0,3,1441,1170,NA,2021-22,2023-01-24
2022-01-25T00:00:00Z,0.9277005369639378,90012,97027,NA,4082,3025,0.7410583047525723,45523,17950,35,1,0,5,1497,1146,NA,2021-22,2023-01-25
2022-01-26T00:00:00Z,0.9289440917089434,90272,97177,NA,4117,3055,0.7420451785280544,45152,17722,32,1,0,7,1450,1025,NA,2021-22,2023-01-26
2022-01-27T00:00:00Z,0.9260716014044337,89941,97121,NA,4101,3084,0.7520117044623262,44654,17462,31,1,0,1,1523,993,NA,2021-22,2023-01-27
