Date,Name,Occupancy rate,G&A beds occ'd,G&A Beds Open,Critical care beds occupancy rate,No. beds occupied by flu patients (Critical Care),No. beds occupied by long-stay patients (> 7 days),No. beds occupied by long-stay patients (> 21 days),day_of_year
2021-11-30T00:00:00Z,Croydon Health Services NHS Trust,0.9916317991631799,474,478,0.6875,0,241,104,2021-11-30
2021-12-01T00:00:00Z,Croydon Health Services NHS Trust,0.9853556485355649,471,478,0.5625,0,239,100,2021-12-01
2021-12-02T00:00:00Z,Croydon Health Services NHS Trust,0.9874476987447699,472,478,0.75,0,229,100,2021-12-02
2021-12-03T00:00:00Z,Croydon Health Services NHS Trust,0.9874476987447699,472,478,0.625,0,237,102,2021-12-03
2021-12-04T00:00:00Z,Croydon Health Services NHS Trust,0.9853556485355649,471,478,0.625,0,232,98,2021-12-04
2021-12-05T00:00:00Z,Croydon Health Services NHS Trust,0.9895397489539749,473,478,0.75,0,235,99,2021-12-05
2021-11-29T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9522144522144522,817,858,0.8055555555555556,0,383,169,2021-11-29
2021-11-30T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9733796296296297,841,864,0.8611111111111112,0,396,171,2021-11-30
2021-12-01T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9753810082063306,832,853,0.8611111111111112,0,432,177,2021-12-01
2021-12-02T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9753810082063306,832,853,0.8055555555555556,0,393,160,2021-12-02
2021-12-03T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9716981132075472,824,848,0.8055555555555556,0,389,162,2021-12-03
2021-12-04T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9534606205250596,799,838,0.8194444444444444,0,384,162,2021-12-04
2021-12-05T00:00:00Z,St George's University Hospitals NHS Foundation Trust,0.9486873508353222,795,838,0.7638888888888888,0,394,161,2021-12-05
2021-11-29T00:00:00Z,South Warwickshire NHS Foundation Trust,0.8345498783454988,343,411,0.7142857142857143,0,117,36,2021-11-29
2021-11-30T00:00:00Z,South Warwickshire NHS Foundation Trust,0.8090692124105012,339,419,0.7142857142857143,0,99,34,2021-11-30
2021-12-01T00:00:00Z,South Warwickshire NHS Foundation Trust,0.8623188405797102,357,414,0.8571428571428571,0,99,31,2021-12-01
2021-12-02T00:00:00Z,South Warwickshire NHS Foundation Trust,0.8264058679706602,338,409,0.7142857142857143,0,105,30,2021-12-02
2021-12-03T00:00:00Z,South Warwickshire NHS Foundation Trust,0.9154929577464789,390,426,0.7142857142857143,0,105,30,2021-12-03
2021-12-04T00:00:00Z,South Warwickshire NHS Foundation Trust,0.8735083532219571,366,419,0.5714285714285714,0,111,28,2021-12-04
2021-12-05T00:00:00Z,South Warwickshire NHS Foundation Trust,0.8591885441527446,360,419,0.5714285714285714,0,108,28,2021-12-05
2021-11-29T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.942457231726283,1212,1286,0.896551724137931,0,609,200,2021-11-29
2021-11-30T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.9494556765163297,1221,1286,0.9137931034482759,0,637,202,2021-11-30
2021-12-01T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.9626749611197511,1238,1286,0.896551724137931,0,623,209,2021-12-01
2021-12-02T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.9548989113530326,1228,1286,0.8793103448275862,0,618,206,2021-12-02
2021-12-03T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.937791601866252,1206,1286,0.8793103448275862,0,616,202,2021-12-03
2021-12-04T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.9183514774494557,1181,1286,0.8793103448275862,0,587,200,2021-12-04
2021-12-05T00:00:00Z,University Hospitals of North Midlands NHS Trust,0.9175738724727839,1180,1286,0.8620689655172413,0,601,204,2021-12-05
2021-11-29T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.926984126984127,584,630,0.8571428571428571,0,232,58,2021-11-29
2021-11-30T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.9385826771653544,596,635,0.9285714285714286,0,246,55,2021-11-30
2021-12-01T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.9546165884194053,610,639,0.9285714285714286,0,240,57,2021-12-01
2021-12-02T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.932601880877743,595,638,0.9285714285714286,0,245,61,2021-12-02
2021-12-03T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.9390625,601,640,0.9285714285714286,0,247,65,2021-12-03
2021-12-04T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.8936507936507937,563,630,1,0,247,67,2021-12-04
2021-12-05T00:00:00Z,Northern Lincolnshire and Goole NHS Foundation Trust,0.926984126984127,584,630,0.9285714285714286,0,257,69,2021-12-05
2021-11-29T00:00:00Z,East Cheshire NHS Trust,0.906158357771261,309,341,0.8333333333333334,0,185,72,2021-11-29
2021-11-30T00:00:00Z,East Cheshire NHS Trust,0.8922155688622755,298,334,0.6666666666666666,0,174,72,2021-11-30
2021-12-01T00:00:00Z,East Cheshire NHS Trust,0.8892215568862275,297,334,0.5,0,169,73,2021-12-01
2021-12-02T00:00:00Z,East Cheshire NHS Trust,0.8902077151335311,300,337,0.3333333333333333,0,163,69,2021-12-02
2021-12-03T00:00:00Z,East Cheshire NHS Trust,0.9164179104477612,307,335,0.3333333333333333,0,159,67,2021-12-03
2021-12-04T00:00:00Z,East Cheshire NHS Trust,0.9260355029585798,313,338,0.3333333333333333,0,160,66,2021-12-04
2021-12-05T00:00:00Z,East Cheshire NHS Trust,0.88184438040345825,306,347,0.6666666666666666,0,170,68,2021-12-05
2021-11-29T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9415887850467289,403,428,0.7142857142857143,0,181,60,2021-11-29
2021-11-30T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9627906976744186,414,430,0.6190476190476191,0,193,64,2021-11-30
2021-12-01T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9488372093023256,408,430,0.9333333333333333,0,189,66,2021-12-01
2021-12-02T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9366197183098591,399,426,0.9333333333333333,0,185,62,2021-12-02
2021-12-03T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9623529411764706,409,425,0.6666666666666666,0,184,60,2021-12-03
2021-12-04T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9694835680751174,413,426,0.6190476190476191,0,183,65,2021-12-04
2021-12-05T00:00:00Z,Countess of Chester Hospital NHS Foundation Trust,0.9610091743119266,419,436,0.6190476190476191,0,192,65,2021-12-05
2021-11-29T00:00:00Z,King's College Hospital NHS Foundation Trust,0.9770679770679771,1193,1221,0.9830508474576272,0,606,256,2021-11-29
2021-11-30T00:00:00Z,King's College Hospital NHS Foundation Trust,0.9654895666131621,1203,1246,0.9230769230769231,0,621,255,2021-11-30
2021-12-01T00:00:00Z,King's College Hospital NHS Foundation Trust,0.9615692554043235,1201,1249,0.9411764705882353,0,631,257,2021-12-01
2021-12-02T00:00:00Z,King's College Hospital NHS Foundation Trust,0.970873786407767,1200,1236,0.923728813559322,0,652,259,2021-12-02
2021-12-03T00:00:00Z,King's College Hospital NHS Foundation Trust,0.9684466019417476,1197,1236,0.940677966101695,0,662,249,2021-12-03
2021-12-04T00:00:00Z,King's College Hospital NHS Foundation Trust,0.9490291262135923,1173,1236,0.923728813559322,0,642,253,2021-12-04
2021-12-05T00:00:00Z,King's College Hospital NHS Foundation Trust,0.9564164648910412,1185,1239,0.8983050847457628,0,648,251,2021-12-05
2021-11-29T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9087947882736156,558,614,0.8461538461538461,0,258,67,2021-11-29
2021-11-30T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9498381877022654,587,618,1,0,261,73,2021-11-30
2021-12-01T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9513776337115073,587,617,1,0,261,73,2021-12-01
2021-12-02T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9351701782820098,577,617,1,0,261,75,2021-12-02
2021-12-03T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9473684210526315,576,608,1,0,253,76,2021-12-03
2021-12-04T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9256198347107438,560,605,1,0,247,74,2021-12-04
2021-12-05T00:00:00Z,Sherwood Forest Hospitals NHS Foundation Trust,0.9609507640067911,566,589,1,0,261,72,2021-12-05
2021-11-29T00:00:00Z,University Hospitals Plymouth NHS Trust,0.914914914914915,914,999,0.6304347826086957,0,449,180,2021-11-29
2021-11-30T00:00:00Z,University Hospitals Plymouth NHS Trust,0.9328657314629258,931,998,0.7391304347826086,0,454,175,2021-11-30
2021-12-01T00:00:00Z,University Hospitals Plymouth NHS Trust,0.9347389558232931,931,996,0.782608695652174,0,463,179,2021-12-01
2021-12-02T00:00:00Z,University Hospitals Plymouth NHS Trust,0.9187817258883249,905,985,0.6521739130434783,0,443,182,2021-12-02
2021-12-03T00:00:00Z,University Hospitals Plymouth NHS Trust,0.9277833500501504,925,997,0.6521739130434783,0,439,195,2021-12-03
2021-12-04T00:00:00Z,University Hospitals Plymouth NHS Trust,0.9082661290322581,901,992,0.6304347826086957,0,414,185,2021-12-04
2021-12-05T00:00:00Z,University Hospitals Plymouth NHS Trust,0.917087967644085,907,989,0.6739130434782609,0,434,187,2021-12-05
2021-11-29T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9699321047526673,1000,1031,0.9318181818181818,0,418,145,2021-11-29
2021-11-30T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9699612403100775,1001,1032,0.9318181818181818,0,456,146,2021-11-30
2021-12-01T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9884504331087585,1027,1039,0.9318181818181818,0,453,143,2021-12-01
2021-12-02T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9826756496631376,1021,1039,0.9090909090909091,0,435,149,2021-12-02
2021-12-03T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9720347155255545,1008,1037,0.9318181818181818,0,426,148,2021-12-03
2021-12-04T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9736070381231672,996,1023,0.8636363636363636,0,429,147,2021-12-04
2021-12-05T00:00:00Z,University Hospitals Coventry and Warwickshire NHS Trust,0.9632495164410058,996,1034,0.8409090909090909,0,417,148,2021-12-05
2021-11-29T00:00:00Z,Whittington Health NHS Trust,0.9612068965517241,223,232,1,0,96,30,2021-11-29
2021-11-30T00:00:00Z,Whittington Health NHS Trust,0.9823788546255506,223,227,0.8888888888888888,0,93,31,2021-11-30
2021-12-01T00:00:00Z,Whittington Health NHS Trust,0.9779735682819384,222,227,0.8888888888888888,0,86,30,2021-12-01
2021-12-02T00:00:00Z,Whittington Health NHS Trust,0.9955156950672646,222,223,1,0,86,29,2021-12-02
2021-12-03T00:00:00Z,Whittington Health NHS Trust,0.982532751091703,225,229,0.8888888888888888,0,84,29,2021-12-03
2021-12-04T00:00:00Z,Whittington Health NHS Trust,1,229,229,0.8888888888888888,0,84,23,2021-12-04
2021-12-05T00:00:00Z,Whittington Health NHS Trust,1,229,229,1,0,82,25,2021-12-05
2021-11-29T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.7969924812030075,106,133,0.25,0,8,48,2021-11-29
2021-11-30T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.8413793103448276,122,145,0.8333333333333334,0,14,49,2021-11-30
2021-12-01T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.8734177215189873,138,158,1,0,14,48,2021-12-01
2021-12-02T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.810126582278481,128,158,0.8333333333333334,0,18,50,2021-12-02
2021-12-03T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.8364779874213837,133,159,0.6666666666666666,0,18,49,2021-12-03
2021-12-04T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.8698630136986302,127,146,0.75,0,16,47,2021-12-04
2021-12-05T00:00:00Z,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.8787878787878788,116,132,1,0,15,47,2021-12-05
2021-11-29T00:00:00Z,The Royal Wolverhampton NHS Trust,0.9322235434007135,784,841,0.7142857142857143,0,363,100,2021-11-29
2021-11-30T00:00:00Z,The Royal Wolverhampton NHS Trust,0.925089179548157,778,841,0.7857142857142857,0,354,105,2021-11-30
2021-12-01T00:00:00Z,The Royal Wolverhampton NHS Trust,0.9158767772511849,773,844,0.8928571428571429,0,353,107,2021-12-01
2021-12-02T00:00:00Z,The Royal Wolverhampton NHS Trust,0.9075829383886256,766,844,0.75,0,337,103,2021-12-02
2021-12-03T00:00:00Z,The Royal Wolverhampton NHS Trust,0.901775147928994,762,845,0.7857142857142857,0,332,109,2021-12-03
2021-12-04T00:00:00Z,The Royal Wolverhampton NHS Trust,0.8992890995260664,759,844,0.7142857142857143,0,346,109,2021-12-04
2021-12-05T00:00:00Z,The Royal Wolverhampton NHS Trust,0.9240806642941874,779,843,0.7142857142857143,0,333,105,2021-12-05
2021-11-29T00:00:00Z,Wye Valley NHS Trust,0.8812949640287769,245,278,0.625,0,103,19,2021-11-29
2021-11-30T00:00:00Z,Wye Valley NHS Trust,0.8884892086330936,247,278,0.75,0,102,17,2021-11-30
2021-12-01T00:00:00Z,Wye Valley NHS Trust,0.935251798561151,260,278,0.75,0,94,15,2021-12-01
2021-12-02T00:00:00Z,Wye Valley NHS Trust,0.9676258992805755,269,278,0.875,0,95,16,2021-12-02
2021-12-03T00:00:00Z,Wye Valley NHS Trust,0.9568345323741008,266,278,0.875,0,87,12,2021-12-03
2021-12-04T00:00:00Z,Wye Valley NHS Trust,0.9496402877697842,264,278,0.75,0,89,13,2021-12-04
2021-12-05T00:00:00Z,Wye Valley NHS Trust,0.9424460431654677,262,278,0.875,0,94,12,2021-12-05
2021-11-29T00:00:00Z,George Eliot Hospital NHS Trust,0.919732441471572,275,299,1,0,94,35,2021-11-29
2021-11-30T00:00:00Z,George Eliot Hospital NHS Trust,1,299,299,1,0,92,36,2021-11-30
2021-12-01T00:00:00Z,George Eliot Hospital NHS Trust,1,299,299,1,0,103,36,2021-12-01
2021-12-02T00:00:00Z,George Eliot Hospital NHS Trust,1,299,299,1,0,119,40,2021-12-02
2021-12-03T00:00:00Z,George Eliot Hospital NHS Trust,1,299,299,1,0,131,44,2021-12-03
2021-12-04T00:00:00Z,George Eliot Hospital NHS Trust,1,299,299,1,0,146,51,2021-12-04
2021-12-05T00:00:00Z,George Eliot Hospital NHS Trust,1,299,299,1,0,161,53,2021-12-05
2021-11-29T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.9491891891891892,878,925,0.6153846153846154,0,418,170,2021-11-29
2021-11-30T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.940552016985138,886,942,0.8636363636363636,0,414,161,2021-11-30
2021-12-01T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.9445628997867804,886,938,0.8695652173913043,0,417,165,2021-12-01
2021-12-02T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.9453961456102784,883,934,0.85,0,411,159,2021-12-02
2021-12-03T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.927038626609442,864,932,0.7692307692307693,0,396,158,2021-12-03
2021-12-04T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.9093816631130064,853,938,0.56,0,386,158,2021-12-04
2021-12-05T00:00:00Z,Norfolk and Norwich University Hospitals NHS Foundation Trust,0.9232409381663113,866,938,0.7391304347826086,0,384,160,2021-12-05
2021-11-29T00:00:00Z,Northern Care Alliance NHS Ft,0.881544502617801,1347,1528,0.782051282051282,0,716,297,2021-11-29
2021-11-30T00:00:00Z,Northern Care Alliance NHS Ft,0.8627195836044242,1326,1537,0.7564102564102564,0,707,303,2021-11-30
2021-12-01T00:00:00Z,Northern Care Alliance NHS Ft,0.8575129533678757,1324,1544,0.7948717948717948,0,683,290,2021-12-01
2021-12-02T00:00:00Z,Northern Care Alliance NHS Ft,0.8533246414602347,1309,1534,0.7692307692307693,0,660,278,2021-12-02
2021-12-03T00:00:00Z,Northern Care Alliance NHS Ft,0.8674463937621832,1335,1539,0.3333333333333333,0,652,275,2021-12-03
2021-12-04T00:00:00Z,Northern Care Alliance NHS Ft,0.8466536712150747,1303,1539,0.7307692307692307,0,625,281,2021-12-04
2021-12-05T00:00:00Z,Northern Care Alliance NHS Ft,0.8986265533028123,1374,1529,0.7051282051282052,0,639,294,2021-12-05
2021-11-29T00:00:00Z,Bolton NHS Foundation Trust,0.8916256157635468,543,609,0.7222222222222222,0,246,81,2021-11-29
2021-11-30T00:00:00Z,Bolton NHS Foundation Trust,0.9181969949916527,550,599,0.8888888888888888,0,252,82,2021-11-30
2021-12-01T00:00:00Z,Bolton NHS Foundation Trust,0.9165275459098498,549,599,0.8333333333333334,0,242,83,2021-12-01
2021-12-02T00:00:00Z,Bolton NHS Foundation Trust,0.87751677852349,523,596,0.8888888888888888,0,234,82,2021-12-02
2021-12-03T00:00:00Z,Bolton NHS Foundation Trust,0.9382303839732888,562,599,0.9444444444444444,0,245,81,2021-12-03
2021-12-04T00:00:00Z,Bolton NHS Foundation Trust,0.9158415841584159,555,606,0.9444444444444444,0,250,79,2021-12-04
2021-12-05T00:00:00Z,Bolton NHS Foundation Trust,0.90311986863711,550,609,0.8888888888888888,0,239,83,2021-12-05
2021-11-29T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9243498817966903,391,423,0.9,0,178,75,2021-11-29
2021-11-30T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9239904988123515,389,421,0.9,0,192,78,2021-11-30
2021-12-01T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.8951048951048951,384,429,0.8,0,207,78,2021-12-01
2021-12-02T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9360189573459715,395,422,0.8,0,192,75,2021-12-02
2021-12-03T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9186602870813397,384,418,0.9,0,190,77,2021-12-03
2021-12-04T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9210526315789473,385,418,0.9,0,190,72,2021-12-04
2021-12-05T00:00:00Z,Tameside and Glossop Integrated Care NHS Foundation Trust,0.9045346062052506,379,419,1,0,189,72,2021-12-05
2021-11-29T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9506172839506173,539,567,0.8333333333333334,0,247,66,2021-11-29
2021-11-30T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9731663685152058,544,559,0.75,0,263,75,2021-11-30
2021-12-01T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9728260869565217,537,552,0.75,0,250,78,2021-12-01
2021-12-02T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9677996422182469,541,559,0.5833333333333334,0,253,73,2021-12-02
2021-12-03T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9677996422182469,541,559,0.6666666666666666,0,250,75,2021-12-03
2021-12-04T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9693140794223827,537,554,0.8333333333333334,0,242,73,2021-12-04
2021-12-05T00:00:00Z,Great Western Hospitals NHS Foundation Trust,0.9620253164556962,532,553,0.5833333333333334,0,235,70,2021-12-05
2021-11-29T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.9177377892030848,714,778,0.5555555555555556,0,314,95,2021-11-29
2021-11-30T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.9191919191919192,728,792,0.7037037037037037,0,330,89,2021-11-30
2021-12-01T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.9217948717948717,719,780,0.8148148148148148,0,340,94,2021-12-01
2021-12-02T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.926829268292683,722,779,0.8148148148148148,0,331,99,2021-12-02
2021-12-03T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.9310793237971391,716,769,0.7037037037037037,0,329,96,2021-12-03
2021-12-04T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.9210866752910737,712,773,0.7037037037037037,0,329,92,2021-12-04
2021-12-05T00:00:00Z,Hampshire Hospitals NHS Foundation Trust,0.9101412066752247,709,779,0.5925925925925926,0,331,95,2021-12-05
2021-11-29T00:00:00Z,Dartford and Gravesham NHS Trust,0.9425742574257425,476,505,1,0,235,82,2021-11-29
2021-11-30T00:00:00Z,Dartford and Gravesham NHS Trust,0.937984496124031,484,516,0.9230769230769231,0,233,84,2021-11-30
2021-12-01T00:00:00Z,Dartford and Gravesham NHS Trust,0.9471624266144814,484,511,0.8461538461538461,0,244,83,2021-12-01
2021-12-02T00:00:00Z,Dartford and Gravesham NHS Trust,0.9398797595190381,469,499,0.9230769230769231,0,246,82,2021-12-02
2021-12-03T00:00:00Z,Dartford and Gravesham NHS Trust,0.938,469,500,0.9230769230769231,0,231,77,2021-12-03
2021-12-04T00:00:00Z,Dartford and Gravesham NHS Trust,0.9254032258064516,459,496,0.9230769230769231,0,228,74,2021-12-04
2021-12-05T00:00:00Z,Dartford and Gravesham NHS Trust,0.9251012145748988,457,494,0.8461538461538461,0,237,78,2021-12-05
2021-11-29T00:00:00Z,The Dudley Group NHS Foundation Trust,0.9658385093167702,622,644,0.6785714285714286,0,279,93,2021-11-29
2021-11-30T00:00:00Z,The Dudley Group NHS Foundation Trust,0.9762658227848101,617,632,0.6785714285714286,0,279,95,2021-11-30
2021-12-01T00:00:00Z,The Dudley Group NHS Foundation Trust,0.9445300462249615,613,649,0.7142857142857143,0,266,94,2021-12-01
2021-12-02T00:00:00Z,The Dudley Group NHS Foundation Trust,0.9828660436137072,631,642,0.7333333333333333,0,266,89,2021-12-02
2021-12-03T00:00:00Z,The Dudley Group NHS Foundation Trust,0.9567233384853169,619,647,0.8214285714285714,0,259,89,2021-12-03
2021-12-04T00:00:00Z,The Dudley Group NHS Foundation Trust,0.9310872894333844,608,653,0.7037037037037037,0,255,88,2021-12-04
2021-12-05T00:00:00Z,The Dudley Group NHS Foundation Trust,0.931782945736434,601,645,0.7037037037037037,0,261,88,2021-12-05
2021-11-29T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.9153976311336718,541,591,0.7692307692307693,0,261,105,2021-11-29
2021-11-30T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.9147540983606557,558,610,0.8461538461538461,0,264,106,2021-11-30
2021-12-01T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.868421052631579,528,608,0.8461538461538461,0,266,107,2021-12-01
2021-12-02T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.8396694214876033,508,605,0.6153846153846154,0,266,105,2021-12-02
2021-12-03T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.8508196721311475,519,610,0.6923076923076923,0,250,105,2021-12-03
2021-12-04T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.8576158940397351,518,604,0.7692307692307693,0,247,107,2021-12-04
2021-12-05T00:00:00Z,North Cumbria Integrated Care NHS Foundation Trust,0.865,519,600,0.9230769230769231,0,240,108,2021-12-05
2021-11-29T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.9628252788104089,518,538,0.3793103448275862,0,297,135,2021-11-29
2021-11-30T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.966789667896679,524,542,0.3448275862068966,0,294,131,2021-11-30
2021-12-01T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.9795539033457249,527,538,0.3448275862068966,0,294,123,2021-12-01
2021-12-02T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.9776119402985075,524,536,0.3448275862068966,0,289,120,2021-12-02
2021-12-03T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.9832089552238806,527,536,0.3793103448275862,0,280,113,2021-12-03
2021-12-04T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.9719101123595506,519,534,0.3448275862068966,0,282,113,2021-12-04
2021-12-05T00:00:00Z,Kettering General Hospital NHS Foundation Trust,0.9684601113172542,522,539,0.3448275862068966,0,299,119,2021-12-05
2021-11-29T00:00:00Z,Northampton General Hospital NHS Trust,0.9642857142857143,648,672,0.625,0,342,128,2021-11-29
2021-11-30T00:00:00Z,Northampton General Hospital NHS Trust,0.9684684684684685,645,666,0.8125,0,335,130,2021-11-30
2021-12-01T00:00:00Z,Northampton General Hospital NHS Trust,0.9851632047477745,664,674,0.8125,0,370,141,2021-12-01
2021-12-02T00:00:00Z,Northampton General Hospital NHS Trust,0.9632892804698973,656,681,0.8125,0,356,138,2021-12-02
2021-12-03T00:00:00Z,Northampton General Hospital NHS Trust,0.9571005917159763,647,676,0.625,0,324,136,2021-12-03
2021-12-04T00:00:00Z,Northampton General Hospital NHS Trust,0.9414414414414415,627,666,0.5625,0,318,134,2021-12-04
2021-12-05T00:00:00Z,Northampton General Hospital NHS Trust,0.9387144992526159,628,669,0.875,0,324,135,2021-12-05
2021-11-29T00:00:00Z,Salisbury NHS Foundation Trust,0.9715536105032823,444,457,0.6428571428571429,0,241,114,2021-11-29
2021-11-30T00:00:00Z,Salisbury NHS Foundation Trust,0.9653679653679653,446,462,0.42857142857142855,0,248,115,2021-11-30
2021-12-01T00:00:00Z,Salisbury NHS Foundation Trust,0.9638297872340426,453,470,0.8,0,235,114,2021-12-01
2021-12-02T00:00:00Z,Salisbury NHS Foundation Trust,0.9632034632034632,445,462,0.42857142857142855,0,234,108,2021-12-02
2021-12-03T00:00:00Z,Salisbury NHS Foundation Trust,0.9577167019027484,453,473,0.5714285714285714,0,226,96,2021-12-03
2021-12-04T00:00:00Z,Salisbury NHS Foundation Trust,0.9537444933920705,433,454,0.5,0,217,95,2021-12-04
2021-12-05T00:00:00Z,Salisbury NHS Foundation Trust,0.9484978540772532,442,466,0.42857142857142855,0,216,97,2021-12-05
2021-11-29T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.7234848484848485,191,264,NA,0,1,0,2021-11-29
2021-11-30T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.7655677655677655,209,273,NA,0,1,0,2021-11-30
2021-12-01T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.7669172932330827,204,266,NA,0,0,0,2021-12-01
2021-12-02T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.7969924812030075,212,266,NA,0,1,0,2021-12-02
2021-12-03T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.7873134328358209,211,268,NA,0,1,0,2021-12-03
2021-12-04T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.8093385214007782,208,257,NA,0,1,0,2021-12-04
2021-12-05T00:00:00Z,Great Ormond Street Hospital For Children NHS Foundation Trust,0.6781609195402298,177,261,NA,0,1,0,2021-12-05
2021-11-29T00:00:00Z,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,0.9542586750788643,605,634,0.96,0,310,97,2021-11-29
2021-11-30T00:00:00Z,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,0.9668769716088328,613,634,0.88,0,323,102,2021-11-30
